"";"classe";"mes";"ano";"total_adm";"total_dem";"var_abs";"ano_calculo";"qntd_total_clt_dez_ano_anterior";"estoque_inicial";"estoque_final";"var_relativo";"ind_emprego";"min_adm_dem";"taxa_rotatividade";"e0_taxa_rotatividade";"resultados_taxa_rotatividade";"mes_ano"
"528";"Geral";1;2015;34732;-35853;-1121;2024;910264;791147;790026;-0,141693010274955;99,858306989725;34732;4,39008174207827;3,78981287485529;1,158;2015-01-01
"529";"Geral";12;2014;28746;-37549;-8803;2024;910264;799950;791147;-1,10044377773611;98,8995562222639;28746;3,59347459216201;3,78981287485529;0,948;2014-12-01
"530";"Geral";11;2014;36201;-34931;1270;2024;910264;798680;799950;0,159012370411178;100,159012370411;34931;4,37359142585266;3,78981287485529;1,154;2014-11-01
"531";"Geral";10;2014;36108;-35784;324;2024;910264;798356;798680;0,0405833988847081;100,040583398885;35784;4,48221094348887;3,78981287485529;1,183;2014-10-01
"532";"Geral";9;2014;38440;-34367;4073;2024;910264;794283;798356;0,512789522122468;100,512789522122;34367;4,32679536135106;3,78981287485529;1,142;2014-09-01
"533";"Geral";8;2014;38990;-37411;1579;2024;910264;792704;794283;0,199191627644114;100,199191627644;37411;4,71941607460036;3,78981287485529;1,245;2014-08-01
"534";"Geral";7;2014;38772;-39253;-481;2024;910264;793185;792704;-0,0606415905494935;99,9393584094505;38772;4,88814084986479;3,78981287485529;1,29;2014-07-01
"535";"Geral";6;2014;35854;-39951;-4097;2024;910264;797282;793185;-0,513870876302237;99,4861291236978;35854;4,49702865485487;3,78981287485529;1,187;2014-06-01
"536";"Geral";5;2014;47313;-41223;6090;2024;910264;791192;797282;0,7697246686013;100,769724668601;41223;5,21023973953225;3,78981287485529;1,375;2014-05-01
"537";"Geral";4;2014;41967;-37135;4832;2024;910264;786360;791192;0,614476829950659;100,614476829951;37135;4,72239177984638;3,78981287485529;1,246;2014-04-01
"538";"Geral";3;2014;36771;-37026;-255;2024;910264;786615;786360;-0,0324173833450926;99,9675826166549;36771;4,67458667836235;3,78981287485529;1,233;2014-03-01
"539";"Geral";2;2014;42807;-38641;4166;2024;910264;782449;786615;0,532430867698725;100,532430867699;38641;4,93846883311245;3,78981287485529;1,303;2014-02-01
"540";"Geral";1;2014;36827;-37749;-922;2024;910264;783371;782449;-0,11769646821238;99,8823035317876;36827;4,70109309637451;3,78981287485529;1,24;2014-01-01
"541";"Geral";12;2013;25222;-31004;-5782;2024;910264;789153;783371;-0,73268428302243;99,2673157169776;25222;3,19608491635969;3,78981287485529;0,843;2013-12-01
"542";"Geral";11;2013;35499;-33783;1716;2024;910264;787437;789153;0,217922195680416;100,21792219568;33783;4,2902479817433;3,78981287485529;1,132;2013-11-01
"543";"Geral";10;2013;38872;-36327;2545;2024;910264;784892;787437;0,324248431631358;100,324248431631;36327;4,62828006910505;3,78981287485529;1,221;2013-10-01
"544";"Geral";9;2013;37472;-32713;4759;2024;910264;780133;784892;0,610024188183297;100,610024188183;32713;4,19325935449468;3,78981287485529;1,106;2013-09-01
"545";"Geral";8;2013;41550;-38314;3236;2024;910264;776897;780133;0,416528832007332;100,416528832007;38314;4,93167047884082;3,78981287485529;1,301;2013-08-01
"546";"Geral";7;2013;38533;-40467;-1934;2024;910264;778831;776897;-0,248320880909979;99,75167911909;38533;4,94754317688947;3,78981287485529;1,305;2013-07-01
"547";"Geral";6;2013;39641;-40606;-965;2024;910264;779796;778831;-0,123750314184735;99,8762496858153;39641;5,08350902030788;3,78981287485529;1,341;2013-06-01
"548";"Geral";5;2013;46255;-44750;1505;2024;910264;778291;779796;0,193372401839415;100,193372401839;44750;5,74977739688625;3,78981287485529;1,517;2013-05-01
"549";"Geral";4;2013;45308;-36848;8460;2024;910264;769831;778291;1,09894249517102;101,098942495171;36848;4,78650509007821;3,78981287485529;1,263;2013-04-01
"550";"Geral";3;2013;39854;-37674;2180;2024;910264;767651;769831;0,28398321633138;100,283983216331;37674;4,90769894131578;3,78981287485529;1,295;2013-03-01
"551";"Geral";2;2013;37064;-37272;-208;2024;910264;767859;767651;-0,027088306577119;99,9729116934229;37064;4,82692786045355;3,78981287485529;1,274;2013-02-01
"552";"Geral";1;2013;39402;-40771;-1369;2024;910264;769228;767859;-0,177970640694307;99,8220293593057;39402;5,12227844020238;3,78981287485529;1,352;2013-01-01
"553";"Geral";12;2012;29043;-34749;-5706;2024;910264;774934;769228;-0,73632077054304;99,263679229457;29043;3,74780303871039;3,78981287485529;0,989;2012-12-01
"554";"Geral";11;2012;35708;-33763;1945;2024;910264;772989;774934;0,251620656956309;100,251620656956;33763;4,36784999527807;3,78981287485529;1,153;2012-11-01
"555";"Geral";10;2012;36389;-33980;2409;2024;910264;770580;772989;0,312621661605544;100,312621661606;33980;4,4096654468063;3,78981287485529;1,164;2012-10-01
"556";"Geral";9;2012;34659;-31932;2727;2024;910264;767853;770580;0,355146102183621;100,355146102184;31932;4,15860848365508;3,78981287485529;1,097;2012-09-01
"557";"Geral";8;2012;37947;-38448;-501;2024;910264;768354;767853;-0,0652043198838036;99,9347956801162;37947;4,93873917491156;3,78981287485529;1,303;2012-08-01
"558";"Geral";7;2012;39003;-36402;2601;2024;910264;765753;768354;0,339665662426396;100,339665662426;36402;4,75375218902179;3,78981287485529;1,254;2012-07-01
"559";"Geral";6;2012;37925;-43331;-5406;2024;910264;771159;765753;-0,701022746281895;99,2989772537181;37925;4,91792224431019;3,78981287485529;1,298;2012-06-01
"560";"Geral";5;2012;44280;-39742;4538;2024;910264;766621;771159;0,591948303007614;100,591948303008;39742;5,18404791937607;3,78981287485529;1,368;2012-05-01
"561";"Geral";4;2012;43488;-33649;9839;2024;910264;756782;766621;1,30011020346678;101,300110203467;33649;4,44632668324564;3,78981287485529;1,173;2012-04-01
"562";"Geral";3;2012;40784;-36664;4120;2024;910264;752662;756782;0,547390462119783;100,54739046212;36664;4,87124366581547;3,78981287485529;1,285;2012-03-01
"563";"Geral";2;2012;35390;-34980;410;2024;910264;752252;752662;0,0545030122884353;100,054503012288;34980;4,65003748743772;3,78981287485529;1,227;2012-02-01
"564";"Geral";1;2012;36226;-34738;1488;2024;910264;750764;752252;0,198198102199892;100,1981981022;34738;4,62701994235206;3,78981287485529;1,221;2012-01-01
"565";"Geral";12;2011;30983;-35231;-4248;2024;910264;755012;750764;-0,562640063998983;99,437359936001;30983;4,10364338580049;3,78981287485529;1,083;2011-12-01
"566";"Geral";11;2011;34818;-33104;1714;2024;910264;753298;755012;0,227532795785997;100,227532795786;33104;4,39454239889128;3,78981287485529;1,16;2011-11-01
"567";"Geral";10;2011;34502;-30248;4254;2024;910264;749044;753298;0,567923913681973;100,567923913682;30248;4,03821404350078;3,78981287485529;1,066;2011-10-01
"568";"Geral";9;2011;35184;-31730;3454;2024;910264;745590;749044;0,463257286176048;100,463257286176;31730;4,25569012459931;3,78981287485529;1,123;2011-09-01
"569";"Geral";8;2011;39949;-37151;2798;2024;910264;742792;745590;0,376686878695516;100,376686878696;37151;5,00153474997038;3,78981287485529;1,32;2011-08-01
"570";"Geral";7;2011;38064;-37046;1018;2024;910264;741774;742792;0,137238565924392;100,137238565924;37046;4,99424352970042;3,78981287485529;1,318;2011-07-01
"571";"Geral";6;2011;39784;-41477;-1693;2024;910264;743467;741774;-0,227716899337832;99,7722831006622;39784;5,35114537699723;3,78981287485529;1,412;2011-06-01
"572";"Geral";5;2011;49372;-36853;12519;2024;910264;730948;743467;1,71270733349021;101,71270733349;36853;5,04180871963532;3,78981287485529;1,33;2011-05-01
"573";"Geral";4;2011;37819;-29005;8814;2024;910264;722134;730948;1,22054909476635;101,220549094766;29005;4,01656756225299;3,78981287485529;1,06;2011-04-01
"574";"Geral";3;2011;34217;-34421;-204;2024;910264;722338;722134;-0,0282416264961832;99,9717583735038;34217;4,73697908735246;3,78981287485529;1,25;2011-03-01
"575";"Geral";2;2011;37578;-33832;3746;2024;910264;718592;722338;0,521297203420021;100,52129720342;33832;4,70809583184895;3,78981287485529;1,242;2011-02-01
"576";"Geral";1;2011;35222;-33446;1776;2024;910264;716816;718592;0,247762326733778;100,247762326734;33446;4,66591147519029;3,78981287485529;1,231;2011-01-01
"577";"Geral";12;2010;27499;-35150;-7651;2024;910264;724467;716816;-1,05608675067325;98,9439132493267;27499;3,79575605238058;3,78981287485529;1,002;2010-12-01
"578";"Geral";11;2010;32263;-29206;3057;2024;910264;721410;724467;0,423753482762923;100,423753482763;29206;4,04846065344256;3,78981287485529;1,068;2010-11-01
"579";"Geral";10;2010;32386;-29256;3130;2024;910264;718280;721410;0,435763212117837;100,435763212118;29256;4,07306342930334;3,78981287485529;1,075;2010-10-01
"580";"Geral";9;2010;32343;-29783;2560;2024;910264;715720;718280;0,357681774995808;100,357681774996;29783;4,1612641815235;3,78981287485529;1,098;2010-09-01
"581";"Geral";8;2010;36368;-31948;4420;2024;910264;711300;715720;0,621397441304653;100,621397441305;31948;4,49149444678757;3,78981287485529;1,185;2010-08-01
"582";"Geral";7;2010;34766;-33798;968;2024;910264;710332;711300;0,136274305536003;100,136274305536;33798;4,75805679597709;3,78981287485529;1,255;2010-07-01
"583";"Geral";6;2010;37353;-39002;-1649;2024;910264;711981;710332;-0,231607304127498;99,7683926958725;37353;5,24634786602451;3,78981287485529;1,384;2010-06-01
"584";"Geral";5;2010;44148;-36394;7754;2024;910264;704227;711981;1,10106542350691;101,101065423507;36394;5,16793590702998;3,78981287485529;1,364;2010-05-01
"585";"Geral";4;2010;40199;-30941;9258;2024;910264;694969;704227;1,33214575038599;101,332145750386;30941;4,45214103075101;3,78981287485529;1,175;2010-04-01
"586";"Geral";3;2010;37428;-33374;4054;2024;910264;690915;694969;0,586758139568543;100,586758139569;33374;4,83040605573768;3,78981287485529;1,275;2010-03-01
"587";"Geral";2;2010;33379;-29280;4099;2024;910264;686816;690915;0,596811955458231;100,596811955458;29280;4,2631505381354;3,78981287485529;1,125;2010-02-01
"588";"Geral";1;2010;31088;-27498;3590;2024;910264;683226;686816;0,525448387502818;100,525448387503;27498;4,0247297380369;3,78981287485529;1,062;2010-01-01
"589";"Geral";12;2009;27147;-31870;-4723;2024;910264;687949;683226;-0,686533449427211;99,3134665505728;27147;3,94607739817923;3,78981287485529;1,041;2009-12-01
"590";"Geral";11;2009;30888;-25785;5103;2024;910264;682846;687949;0,747313449884747;100,747313449885;25785;3,77610764359753;3,78981287485529;0,996;2009-11-01
"591";"Geral";10;2009;31722;-25436;6286;2024;910264;676560;682846;0,929111978242876;100,929111978243;25436;3,75960742580111;3,78981287485529;0,992;2009-10-01
"592";"Geral";9;2009;30509;-26302;4207;2024;910264;672353;676560;0,625712981127473;100,625712981127;26302;3,91193316606009;3,78981287485529;1,032;2009-09-01
"593";"Geral";8;2009;31014;-27366;3648;2024;910264;668705;672353;0,54553203580054;100,545532035801;27366;4,09238752514188;3,78981287485529;1,08;2009-08-01
"594";"Geral";7;2009;31846;-31945;-99;2024;910264;668804;668705;-0,0148025430469913;99,985197456953;31846;4,76163420075239;3,78981287485529;1,256;2009-07-01
"595";"Geral";6;2009;30568;-37219;-6651;2024;910264;675455;668804;-0,984669593089103;99,0153304069109;30568;4,52554204203093;3,78981287485529;1,194;2009-06-01
"596";"Geral";5;2009;40302;-30241;10061;2024;910264;665394;675455;1,51203647763581;101,512036477636;30241;4,54482607297331;3,78981287485529;1,199;2009-05-01
"597";"Geral";4;2009;31431;-26682;4749;2024;910264;660645;665394;0,718842948936267;100,718842948936;26682;4,03878028290534;3,78981287485529;1,066;2009-04-01
"598";"Geral";3;2009;31229;-30740;489;2024;910264;660156;660645;0,0740734008325305;100,074073400833;30740;4,65647513617993;3,78981287485529;1,229;2009-03-01
"599";"Geral";2;2009;28101;-28471;-370;2024;910264;660526;660156;-0,0560159630355202;99,9439840369645;28101;4,25433669530041;3,78981287485529;1,123;2009-02-01
"600";"Geral";1;2009;25791;-29516;-3725;2024;910264;664251;660526;-0,560781993553642;99,4392180064464;25791;3,88271903241395;3,78981287485529;1,025;2009-01-01
"601";"Geral";12;2008;21005;-33299;-12294;2024;910264;676545;664251;-1,81717402390085;98,1828259760992;21005;3,10474543452394;3,78981287485529;0,819;2008-12-01
"602";"Geral";11;2008;29068;-30207;-1139;2024;910264;677684;676545;-0,168072434940179;99,8319275650598;29068;4,28931478388157;3,78981287485529;1,132;2008-11-01
"603";"Geral";10;2008;31274;-30129;1145;2024;910264;676539;677684;0,169243753870804;100,169243753871;30129;4,4534017994528;3,78981287485529;1,175;2008-10-01
"604";"Geral";9;2008;32558;-27344;5214;2024;910264;671325;676539;0,776672997430455;100,77667299743;27344;4,07313894164525;3,78981287485529;1,075;2008-09-01
"605";"Geral";8;2008;33905;-30385;3520;2024;910264;667805;671325;0,527099976789632;100,52709997679;30385;4,54998090760027;3,78981287485529;1,201;2008-08-01
"606";"Geral";7;2008;34291;-32437;1854;2024;910264;665951;667805;0,278398861177474;100,278398861177;32437;4,87077878102143;3,78981287485529;1,285;2008-07-01
"607";"Geral";6;2008;37474;-36249;1225;2024;910264;664726;665951;0,184286457878885;100,184286457879;36249;5,45322433604222;3,78981287485529;1,439;2008-06-01
"608";"Geral";5;2008;41323;-30319;11004;2024;910264;653722;664726;1,68328433187196;101,683284331872;30319;4,63790418557124;3,78981287485529;1,224;2008-05-01
"609";"Geral";4;2008;35766;-27563;8203;2024;910264;645519;653722;1,27076042688132;101,270760426881;27563;4,26989755530046;3,78981287485529;1,127;2008-04-01
"610";"Geral";3;2008;33046;-28395;4651;2024;910264;640868;645519;0,725734472621507;100,725734472621;28395;4,43070960010486;3,78981287485529;1,169;2008-03-01
"611";"Geral";2;2008;32037;-27813;4224;2024;910264;636644;640868;0,663479118628307;100,663479118628;27813;4,36868956591125;3,78981287485529;1,153;2008-02-01
"612";"Geral";1;2008;28498;-26731;1767;2024;910264;634877;636644;0,278321627653861;100,278321627654;26731;4,21042186124241;3,78981287485529;1,111;2008-01-01
